team_key,tourn_year,own_iso3,own_rank,same_country,same_language,ling_prox,composition_nat,composition_lang,composition_ling
"(('a', 'vasilevski', 'BLR'), ('h', 'podlipnik-castillo', 'CHL'))",Australian Open_2018,CHL,58.0,0,0,0,0.006993006993006993,0.16083916083916083,0.2517482517482518
"(('d', 'schwartzman', 'ARG'), ('g', 'pella', 'ARG'))",Australian Open_2018,ARG,817.0,1,1,1,0.04195804195804196,0.16083916083916083,0.2517482517482518
"(('d', 'inglot', 'GBR'), ('m', 'daniell', 'NZL'))",Australian Open_2018,NZL,38.0,0,1,1,0.02097902097902098,0.34965034965034963,0.34965034965034963
"(('a', 'shamasdin', 'CAN'), ('n', 'skupski', 'GBR'))",Australian Open_2018,CAN,60.0,0,1,1,0.013986013986013986,0.40559440559440557,0.40559440559440557
"(('b', 'paire', 'FRA'), ('h', 'nys', 'MCO'))",Australian Open_2018,MCO,80.0,0,1,1,0.0,0.0,0.0
"(('j', 'peralta', 'CHL'), ('s', 'gonzález', 'MEX'))",Australian Open_2018,MEX,28.0,0,1,1,0.0,0.16083916083916083,0.2517482517482518
"(('r', 'bopanna', 'IND'), ('é', 'roger-vasselin', 'FRA'))",Australian Open_2018,IND,19.0,0,0,0,0.02097902097902098,0.34965034965034963,0.34965034965034963
"(('r', 'harrison', 'USA'), ('v', 'pospisil', 'CAN'))",Australian Open_2018,USA,18.0,0,1,1,0.08391608391608392,0.34965034965034963,0.5174825174825175
"(('j', 'sousa', 'PRT'), ('l', 'mayer', 'ARG'))",Australian Open_2018,ARG,131.0,0,0,0,0.04195804195804196,0.16083916083916083,0.2517482517482518
"(('j', 'cerretani', 'USA'), ('k', 'skupski', 'GBR'))",Australian Open_2018,USA,84.0,0,1,1,0.08391608391608392,0.34965034965034963,0.5174825174825175
"(('a', 'sitak', 'NZL'), ('w', 'koolhof', 'NLD'))",Australian Open_2018,NLD,56.0,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('f', 'mayer', 'DEU'), ('p', 'gojowczyk', 'DEU'))",Australian Open_2018,DEU,836.0,1,1,1,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('m', 'pavić', 'HRV'), ('o', 'marach', 'AUT'))",Australian Open_2018,AUT,17.0,0,0,0,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('f', 'delbonis', 'ARG'), ('v', 'burgos', 'DOM'))",Australian Open_2018,ARG,399.0,0,0,0,0.04195804195804196,0.16083916083916083,0.2517482517482518
"(('b', 'soares', 'BRA'), ('j', 'murray', 'GBR'))",Australian Open_2018,GBR,9.0,0,0,0,0.027972027972027972,0.34965034965034963,0.34965034965034963
"(('d', 'young', 'USA'), ('f', 'tiafoe', 'USA'))",Australian Open_2018,USA,368.0,1,1,1,0.08391608391608392,0.34965034965034963,0.5174825174825175
"(('l', 'paes', 'IND'), ('p', 'raja', 'IND'))",Australian Open_2018,IND,61.0,1,1,1,0.02097902097902098,0.34965034965034963,0.34965034965034963
"(('a', 'haider-maurer', 'AUT'), ('n', 'basilashvili', 'GEO'))",Australian Open_2018,GEO,822.0,0,0,0,0.0,0.0,0.0
"(('a', 'peya', 'AUT'), ('n', 'mektić', 'HRV'))",Australian Open_2018,HRV,31.0,0,0,0,0.027972027972027972,0.055944055944055944,0.055944055944055944
"(('j', 'benneteau', 'FRA'), ('j', 'eysseric', 'FRA'))",Australian Open_2018,FRA,45.0,1,1,1,0.04895104895104895,0.06993006993006994,0.08391608391608392
"(('js', 'cabal', 'COL'), ('r', 'farah', 'COL'))",Australian Open_2018,COL,23.0,1,1,1,0.02097902097902098,0.16083916083916083,0.2517482517482518
"(('a', 'whittington', 'AUS'), ('m', 'polmans', 'AUS'))",Australian Open_2018,AUS,72.0,1,1,1,0.11888111888111888,0.34965034965034963,0.34965034965034963
"(('s', 'johnson', 'USA'), ('s', 'querrey', 'USA'))",Australian Open_2018,USA,164.0,1,1,1,0.08391608391608392,0.34965034965034963,0.5174825174825175
"(('f', 'verdasco', 'ESP'), ('i', 'dodig', 'HRV'))",Australian Open_2018,HRV,5.0,0,0,0,0.027972027972027972,0.055944055944055944,0.055944055944055944
"(('a', 'viñolas', 'ESP'), ('p', 'andújar', 'ESP'))",Australian Open_2018,ESP,327.0,1,1,1,0.055944055944055944,0.16083916083916083,0.2517482517482518
"(('sa', 'ratiwatana', 'THA'), ('so', 'ratiwatana', 'THA'))",Australian Open_2018,THA,95.0,1,1,1,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('l', 'hewitt', 'AUS'), ('s', 'groth', 'AUS'))",Australian Open_2018,AUS,86.0,1,1,1,0.11888111888111888,0.34965034965034963,0.34965034965034963
"(('d', 'istomin', 'UZB'), ('m', 'kukushkin', 'KAZ'))",Australian Open_2018,UZB,397.0,0,0,0,0.0,0.0,0.0
"(('h', 'tecău', 'ROU'), ('j-j', 'rojer', 'NLD'))",Australian Open_2018,NLD,7.0,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('a', 'molteni', 'ARG'), ('g', 'durán', 'ARG'))",Australian Open_2018,ARG,71.0,1,1,1,0.04195804195804196,0.16083916083916083,0.2517482517482518
"(('b', 'bryan', 'USA'), ('m', 'bryan', 'USA'))",Australian Open_2018,USA,12.0,1,1,1,0.08391608391608392,0.34965034965034963,0.5174825174825175
"(('m', 'fucsovics', 'HUN'), ('y', 'nishioka', 'JPN'))",Australian Open_2018,HUN,369.0,0,0,0,0.0,0.0,0.0
"(('m', 'mirnyi', 'BLR'), ('p', 'oswald', 'AUT'))",Australian Open_2018,BLR,39.0,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('d', 'sela', 'ISR'), ('t', 'fabbiano', 'ITA'))",Australian Open_2018,ITA,498.0,0,0,0,0.013986013986013986,0.013986013986013986,0.013986013986013986
"(('m', 'reid', 'AUS'), ('n', 'kyrgios', 'AUS'))",Australian Open_2018,AUS,70.0,1,1,1,0.11888111888111888,0.34965034965034963,0.34965034965034963
"(('j-p', 'smith', 'AUS'), ('n', 'monroe', 'USA'))",Australian Open_2018,USA,30.0,0,1,1,0.08391608391608392,0.34965034965034963,0.5174825174825175
"(('f', 'martin', 'FRA'), ('j', 'chardy', 'FRA'))",Australian Open_2018,FRA,113.0,1,1,1,0.04895104895104895,0.06993006993006994,0.08391608391608392
"(('h', 'zeballos', 'ARG'), ('p', 'cuevas', 'URY'))",Australian Open_2018,URY,21.0,0,1,1,0.0,0.16083916083916083,0.2517482517482518
"(('a-u-h', 'qureshi', 'PAK'), ('m', 'matkowski', 'POL'))",Australian Open_2018,POL,47.0,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('m', 'demoliner', 'BRA'), ('t', 'huey', 'PHL'))",Australian Open_2018,BRA,35.0,0,0,0,0.02097902097902098,0.027972027972027972,0.027972027972027972
"(('f', 'škugor', 'HRV'), ('r', 'lindstedt', 'SWE'))",Australian Open_2018,SWE,66.0,0,0,0,0.0,0.006993006993006993,0.0
"(('j', 'veselý', 'CZE'), ('r', 'jebavý', 'CZE'))",Australian Open_2018,CZE,51.0,1,1,1,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('h', 'chung', 'KOR'), ('r', 'albot', 'MDA'))",Australian Open_2018,MDA,212.0,0,0,0,0.0,0.02097902097902098,0.02097902097902098
"(('d', 'nestor', 'CAN'), ('j', 'erlich', 'ISR'))",Australian Open_2018,ISR,83.0,0,1,1,0.006993006993006993,0.34965034965034963,0.4125874125874126
"(('h', 'kontinen', 'FIN'), ('j', 'peers', 'AUS'))",Australian Open_2018,FIN,3.0,0,0,0,0.0,0.006993006993006993,0.0
"(('d', 'džumhur', 'BIH'), ('d', 'lajović', 'SRB'))",Australian Open_2018,BIH,300.0,0,1,1,0.0,0.055944055944055944,0.055944055944055944
"(('ben', 'mclachlan', 'JPN'), ('jan-lennard', 'struff', 'DEU'))",Australian Open_2018,JPN,73.0,0,0,0,0.013986013986013986,0.013986013986013986,0.013986013986013986
"(('marcelo', 'melo', 'BRA'), ('łukasz', 'kubot', 'POL'))",Australian Open_2018,POL,1.0,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('mate', 'pavić', 'HRV'), ('oliver', 'marach', 'AUT'))",Australian Open_2018,AUT,17.0,0,0,0,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('dominic', 'inglot', 'GBR'), ('marcus', 'daniell', 'NZL'))",Australian Open_2018,NZL,38.0,0,1,1,0.02097902097902098,0.34965034965034963,0.34965034965034963
"(('juan', 'cabal', 'COL'), ('robert', 'farah', 'COL'))",Australian Open_2018,COL,23.0,1,1,1,0.02097902097902098,0.16083916083916083,0.2517482517482518
"(('lleyton', 'hewitt', 'AUS'), ('sam', 'groth', 'AUS'))",Australian Open_2018,AUS,86.0,1,1,1,0.11888111888111888,0.34965034965034963,0.34965034965034963
"(('bob', 'bryan', 'USA'), ('mike', 'bryan', 'USA'))",Australian Open_2018,USA,12.0,1,1,1,0.08391608391608392,0.34965034965034963,0.5174825174825175
"(('aisam-ul-haq', 'qureshi', 'PAK'), ('marcin', 'matkowski', 'POL'))",Australian Open_2018,POL,47.0,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('lukasz', 'kubot', 'POL'), ('marcelo', 'melo', 'BRA'))",Roland Garros_2018,POL,2.0,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('marco', 'cecchinato', 'ITA'), ('marton', 'fucsovics', 'HUN'))",Roland Garros_2018,ITA,325.0,0,0,0,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('mate', 'pavic', 'HRV'), ('oliver', 'marach', 'AUT'))",Roland Garros_2018,AUT,4.0,0,0,0,0.015748031496062992,0.015748031496062992,0.015748031496062992
"(('adil', 'shamasdin', 'CAN'), ('sander', 'arends', 'NLD'))",Roland Garros_2018,NLD,65.0,0,0,0,0.031496062992125984,0.031496062992125984,0.031496062992125984
"(('henri', 'kontinen', 'FIN'), ('john', 'peers', 'AUS'))",Roland Garros_2018,FIN,8.0,0,0,0,0.0,0.007874015748031496,0.0
"(('ilya', 'ivashka', 'BLR'), ('karen', 'khachanov', 'RUS'))",Roland Garros_2018,BLR,673.0,0,0,0,0.015748031496062992,0.015748031496062992,0.015748031496062992
"(('bruno', 'soares', 'BRA'), ('jamie', 'murray', 'GBR'))",Roland Garros_2018,GBR,11.0,0,0,0,0.023622047244094488,0.2440944881889764,0.2440944881889764
"(('dusan', 'lajovic', 'SRB'), ('florian', 'mayer', 'DEU'))",Roland Garros_2018,SRB,409.0,0,0,0,0.0,0.05511811023622047,0.05511811023622047
"(('juan', 'cabal', 'COL'), ('robert', 'farah', 'COL'))",Roland Garros_2018,COL,10.0,1,1,1,0.007874015748031496,0.1889763779527559,0.2992125984251969
"(('max', 'mirnyi', 'BLR'), ('philipp', 'oswald', 'AUT'))",Roland Garros_2018,BLR,38.0,0,0,0,0.015748031496062992,0.015748031496062992,0.015748031496062992
"(('nicolas', 'mahut', 'FRA'), ('pierre-hugues', 'herbert', 'FRA'))",Roland Garros_2018,FRA,19.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('marcin', 'matkowski', 'POL'), ('robert', 'lindstedt', 'SWE'))",Roland Garros_2018,SWE,57.0,0,0,0,0.0,0.007874015748031496,0.0
"(('alexander', 'peya', 'AUT'), ('nikola', 'mektic', 'HRV'))",Roland Garros_2018,HRV,21.0,0,0,0,0.031496062992125984,0.05511811023622047,0.05511811023622047
"(('dominic', 'inglot', 'GBR'), ('franko', 'skugor', 'HRV'))",Roland Garros_2018,GBR,46.0,0,0,0,0.023622047244094488,0.2440944881889764,0.2440944881889764
"(('ivan', 'dodig', 'HRV'), ('rajeev', 'ram', 'USA'))",Roland Garros_2018,HRV,16.0,0,0,0,0.031496062992125984,0.05511811023622047,0.05511811023622047
"(('hans', 'podlipnik-castillo', 'CHL'), ('jackson', 'withrow', 'USA'))",Roland Garros_2018,CHL,48.0,0,0,1,0.015748031496062992,0.1889763779527559,0.2992125984251969
"(('michael', 'venus', 'NZL'), ('raven', 'klaasen', 'ZAF'))",Roland Garros_2018,ZAF,31.0,0,1,1,0.0,0.2440944881889764,0.2440944881889764
"(('alexandre', 'muller', 'FRA'), ('corentin', 'denolly', 'FRA'))",Roland Garros_2018,FRA,496.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('marcel', 'granollers', 'ESP'), ('pablo', 'cuevas', 'URY'))",Roland Garros_2018,URY,27.0,0,1,1,0.0,0.1889763779527559,0.2992125984251969
"(('daniel', 'nestor', 'CAN'), ('jeremy', 'chardy', 'FRA'))",Roland Garros_2018,FRA,154.0,0,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('feliciano', 'lopez', 'ESP'), ('marc', 'lopez', 'ESP'))",Roland Garros_2018,ESP,26.0,1,1,1,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('andres', 'molteni', 'ARG'), ('guillermo', 'duran', 'ARG'))",Roland Garros_2018,ARG,74.0,1,1,1,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('edouard', 'roger-vasselin', 'FRA'), ('rohan', 'bopanna', 'IND'))",Roland Garros_2018,IND,24.0,0,0,0,0.023622047244094488,0.2440944881889764,0.2440944881889764
"(('frances', 'tiafoe', 'USA'), ('taylor', 'fritz', 'USA'))",Roland Garros_2018,USA,422.0,1,1,1,0.10236220472440945,0.2440944881889764,0.4409448818897638
"(('horacio', 'zeballos', 'ARG'), ('julio', 'peralta', 'CHL'))",Roland Garros_2018,CHL,37.0,0,1,1,0.015748031496062992,0.1889763779527559,0.2992125984251969
"(('clement', 'tabur', 'FRA'), ('hugo', 'gaston', 'FRA'))",Roland Garros_2018,FRA,1145.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('jamie', 'cerretani', 'USA'), ('marcelo', 'arevalo', 'SLV'))",Roland Garros_2018,SLV,81.0,0,0,1,0.0,0.1889763779527559,0.2992125984251969
"(('ben', 'mclachlan', 'JPN'), ('jan-lennard', 'struff', 'DEU'))",Roland Garros_2018,JPN,25.0,0,0,0,0.015748031496062992,0.015748031496062992,0.015748031496062992
"(('damir', 'dzumhur', 'BIH'), ('mirza', 'basic', 'BIH'))",Roland Garros_2018,BIH,502.0,1,1,1,0.007874015748031496,0.05511811023622047,0.05511811023622047
"(('albert', 'ramos-vinolas', 'ESP'), ('jiri', 'vesely', 'CZE'))",Roland Garros_2018,ESP,156.0,0,0,0,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('john', 'millman', 'AUS'), ('nikoloz', 'basilashvili', 'GEO'))",Roland Garros_2018,GEO,281.0,0,0,0,0.0,0.0,0.0
"(('arthur', 'rinderknech', 'FRA'), ('florian', 'lakat', 'FRA'))",Roland Garros_2018,FRA,268.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('divij', 'sharan', 'IND'), ('yuki', 'bhambri', 'IND'))",Roland Garros_2018,IND,299.0,1,1,1,0.023622047244094488,0.2440944881889764,0.2440944881889764
"(('fabrice', 'martin', 'FRA'), ('purav', 'raja', 'IND'))",Roland Garros_2018,FRA,55.0,0,0,0,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('benjamin', 'bonzi', 'FRA'), ('gregoire', 'jacq', 'FRA'))",Roland Garros_2018,FRA,257.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('scott', 'lipsky', 'USA'), ('tennys', 'sandgren', 'USA'))",Roland Garros_2018,USA,84.0,1,1,1,0.10236220472440945,0.2440944881889764,0.4409448818897638
"(('andreas', 'seppi', 'ITA'), ('daniele', 'bracciali', 'ITA'))",Roland Garros_2018,ITA,1176.0,1,1,1,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('maximilian', 'marterer', 'DEU'), ('philipp', 'petzschner', 'DEU'))",Roland Garros_2018,DEU,404.0,1,1,1,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('guillermo', 'garcia-lopez', 'ESP'), ('roberto', 'baena', 'ESP'))",Roland Garros_2018,ESP,500.0,1,1,1,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('fabio', 'fognini', 'ITA'), ('simone', 'bolelli', 'ITA'))",Roland Garros_2018,ITA,126.0,1,1,1,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('benoit', 'paire', 'FRA'), ('federico', 'delbonis', 'ARG'))",Roland Garros_2018,ARG,199.0,0,0,0,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('ryan', 'harrison', 'USA'), ('vasek', 'pospisil', 'CAN'))",Roland Garros_2018,USA,17.0,0,1,1,0.10236220472440945,0.2440944881889764,0.4409448818897638
"(('marcelo', 'demoliner', 'BRA'), ('santiago', 'gonzalez', 'MEX'))",Roland Garros_2018,BRA,56.0,0,0,0,0.015748031496062992,0.023622047244094488,0.023622047244094488
"(('andrei', 'vasilevski', 'BLR'), ('roman', 'jebavy', 'CZE'))",Roland Garros_2018,CZE,70.0,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('evgeny', 'donskoy', 'RUS'), ('miguel', 'reyes-varela', 'MEX'))",Roland Garros_2018,RUS,408.0,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('aisam-ul-haq', 'qureshi', 'PAK'), ('jean-julien', 'rojer', 'NLD'))",Roland Garros_2018,PAK,33.0,0,0,0,0.0,0.0,0.0
"(('hugo', 'nys', 'MCO'), ('jonathan', 'eysseric', 'FRA'))",Roland Garros_2018,FRA,80.0,0,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('david', 'marrero', 'ESP'), ('fernando', 'verdasco', 'ESP'))",Roland Garros_2018,ESP,47.0,1,1,1,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('maximo', 'gonzalez', 'ARG'), ('nicolas', 'jarry', 'CHL'))",Roland Garros_2018,ARG,79.0,0,1,1,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('mischa', 'zverev', 'DEU'), ('paolo', 'lorenzi', 'ITA'))",Roland Garros_2018,ITA,100.0,0,0,0,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('matwe', 'middelkoop', 'NLD'), ('robin', 'haase', 'NLD'))",Roland Garros_2018,NLD,51.0,1,1,1,0.031496062992125984,0.031496062992125984,0.031496062992125984
"(('yoshihito', 'nishioka', 'JPN'), ('yuichi', 'sugita', 'JPN'))",Roland Garros_2018,JPN,518.0,1,1,1,0.015748031496062992,0.015748031496062992,0.015748031496062992
"(('calvin', 'hemery', 'FRA'), ('stephane', 'robert', 'FRA'))",Roland Garros_2018,FRA,687.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('donald', 'young', 'USA'), ('matthew', 'ebden', 'AUS'))",Roland Garros_2018,AUS,171.0,0,1,1,0.023622047244094488,0.2440944881889764,0.2440944881889764
"(('jack', 'sock', 'USA'), ('steve', 'johnson', 'USA'))",Roland Garros_2018,USA,116.0,1,1,1,0.10236220472440945,0.2440944881889764,0.4409448818897638
"(('john-patrick', 'smith', 'AUS'), ('nicholas', 'monroe', 'USA'))",Roland Garros_2018,USA,50.0,0,1,1,0.10236220472440945,0.2440944881889764,0.4409448818897638
"(('artem', 'sitak', 'NZL'), ('wesley', 'koolhof', 'NLD'))",Roland Garros_2018,NLD,60.0,0,0,0,0.031496062992125984,0.031496062992125984,0.031496062992125984
"(('andre', 'begemann', 'DEU'), ('antonio', 'sancic', 'HRV'))",Roland Garros_2018,DEU,82.0,0,0,0,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('joao', 'sousa', 'PRT'), ('leonardo', 'mayer', 'ARG'))",Roland Garros_2018,ARG,85.0,0,0,0,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('constant', 'lestienne', 'FRA'), ('geoffrey', 'blancaneaux', 'FRA'))",Roland Garros_2018,FRA,530.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('diego', 'schwartzman', 'ARG'), ('guido', 'pella', 'ARG'))",Roland Garros_2018,ARG,223.0,1,1,1,0.05511811023622047,0.1889763779527559,0.2992125984251969
"(('antoine', 'hoang', 'FRA'), ('ugo', 'humbert', 'FRA'))",Roland Garros_2018,FRA,341.0,1,1,1,0.15748031496062992,0.18110236220472442,0.18110236220472442
"(('ken', 'skupski', 'GBR'), ('neal', 'skupski', 'GBR'))",Roland Garros_2018,GBR,61.0,1,1,1,0.023622047244094488,0.2440944881889764,0.2440944881889764
"(('mike', 'bryan', 'USA'), ('sam', 'querrey', 'USA'))",Roland Garros_2018,USA,5.0,1,1,1,0.10236220472440945,0.2440944881889764,0.4409448818897638
"(('henri', 'kontinen', 'FIN'), ('john', 'peers', 'AUS'))",US Open_2018,FIN,8.0,0,0,0,0.0,0.015748031496062992,0.0
"(('marcelo', 'arevalo', 'SLV'), ('miguel', 'reyes-varela', 'MEX'))",US Open_2018,SLV,59.0,0,1,1,0.0,0.14173228346456693,0.33070866141732286
"(('jack', 'sock', 'USA'), ('mike', 'bryan', 'USA'))",US Open_2018,USA,1.0,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('daniele', 'bracciali', 'ITA'), ('marco', 'cecchinato', 'ITA'))",US Open_2018,ITA,99.0,1,1,1,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('bruno', 'soares', 'BRA'), ('jamie', 'murray', 'GBR'))",US Open_2018,GBR,11.0,0,0,0,0.047244094488188976,0.3543307086614173,0.3543307086614173
"(('albert', 'ramos-vinolas', 'ESP'), ('guido', 'pella', 'ARG'))",US Open_2018,ARG,166.0,0,1,1,0.03937007874015748,0.14173228346456693,0.33070866141732286
"(('juan', 'cabal', 'COL'), ('robert', 'farah', 'COL'))",US Open_2018,COL,10.0,1,1,1,0.007874015748031496,0.14173228346456693,0.33070866141732286
"(('denis', 'istomin', 'UZB'), ('jeevan', 'nedunchezhiyan', 'IND'))",US Open_2018,UZB,375.0,0,0,0,0.0,0.0,0.0
"(('horia', 'tecau', 'ROU'), ('jean-julien', 'rojer', 'NLD'))",US Open_2018,NLD,20.0,0,0,0,0.031496062992125984,0.031496062992125984,0.031496062992125984
"(('antonio', 'sancic', 'HRV'), ('sander', 'arends', 'NLD'))",US Open_2018,NLD,71.0,0,0,0,0.031496062992125984,0.031496062992125984,0.031496062992125984
"(('lukasz', 'kubot', 'POL'), ('marcelo', 'melo', 'BRA'))",US Open_2018,POL,5.0,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('andreas', 'siljestrom', 'SWE'), ('hans', 'verdugo', 'MEX'))",US Open_2018,MEX,179.0,0,0,0,0.015748031496062992,0.14173228346456693,0.33070866141732286
"(('michael', 'venus', 'NZL'), ('raven', 'klaasen', 'ZAF'))",US Open_2018,ZAF,19.0,0,1,1,0.0,0.3543307086614173,0.3543307086614173
"(('john', 'millman', 'AUS'), ('lukas', 'lacko', 'SVK'))",US Open_2018,SVK,1027.0,0,0,0,0.0,0.0,0.007874015748031496
"(('nicolas', 'mahut', 'FRA'), ('pierre-hugues', 'herbert', 'FRA'))",US Open_2018,FRA,18.0,1,1,1,0.047244094488188976,0.06299212598425197,0.06299212598425197
"(('john-patrick', 'smith', 'AUS'), ('nicholas', 'monroe', 'USA'))",US Open_2018,USA,60.0,0,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('feliciano', 'lopez', 'ESP'), ('marc', 'lopez', 'ESP'))",US Open_2018,ESP,28.0,1,1,1,0.031496062992125984,0.14173228346456693,0.33070866141732286
"(('danny', 'thomas', 'USA'), ('patrick', 'kypson', 'USA'))",US Open_2018,USA,1531.0,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('ivan', 'dodig', 'HRV'), ('marcel', 'granollers', 'ESP'))",US Open_2018,HRV,24.0,0,0,0,0.031496062992125984,0.07086614173228346,0.07086614173228346
"(('luke', 'bambridge', 'GBR'), ('romain', 'arneodo', 'MCO'))",US Open_2018,MCO,88.0,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('horacio', 'zeballos', 'ARG'), ('julio', 'peralta', 'CHL'))",US Open_2018,CHL,34.0,0,1,1,0.007874015748031496,0.14173228346456693,0.33070866141732286
"(('frederik', 'nielsen', 'DNK'), ('joe', 'salisbury', 'GBR'))",US Open_2018,DNK,68.0,0,0,0,0.0,0.0,0.0
"(('matwe', 'middelkoop', 'NLD'), ('robin', 'haase', 'NLD'))",US Open_2018,NLD,36.0,1,1,1,0.031496062992125984,0.031496062992125984,0.031496062992125984
